Rank,Term,Score,Search term?,Category?
5362,low-co2 treatment,1.00,,
5362,volume change,1.00,,
5362,biological impact,1.00,,
5362,dic water,1.00,,
5362,fabry vj,1.00,,
5362,mee ld,1.00,,
5362,land clearing,1.00,,
5362,anaerobic metabolism,1.00,,
5362,low productivity,1.00,,
5362,tropical system,1.00,,
5362,maggie c,1.00,,
5362,nutritional sustenance,1.00,,
5362,temporary loss,1.00,,
5362,social dimension,1.00,,
5362,ecological meltdown,1.00,,
5362,keystone predator,1.00,,
5362,microbial utilization,1.00,,
5362,heterotrophic flow,1.00,,
5362,organic detritus,1.00,,
5362,metabolic response,1.00,,
5362,output organization,1.00,,
5362,overnight incubation,1.00,,
5362,ecosystem protection,1.00,,
5362,14c measurement,1.00,,
5362,stepwise regression,1.00,,
5362,c fe,1.00,,
5362,scientific knowledge,1.00,,
5362,iron dust,1.00,,
5362,respective requirement,1.00,,
5362,non-living environment,1.00,,
5362,hydraulic loading,1.00,,
5362,? anthropocene,1.00,,
5362,microalgal bloom,1.00,,
5362,profound impact,1.00,,
5362,wall growth,1.00,,
5362,ecosystem subregion,1.00,,
5362,supplementary fig.3,1.00,,
5362,supplementary fig.7,1.00,,
5362,supplementary fig.4,1.00,,
5362,supplementary fig.9,1.00,,
5362,empirical explanation,1.00,,
5362,ocean production,1.00,,
5362,oxygen proxy,1.00,,
5362,solomon s,1.00,,
5362,e2e model,1.00,,
5362,quantitative n,1.00,,
5362,bottom panel,1.00,,
5362,en- col,1.00,,
5362,chromatin synthesis,1.00,,
5362,#NAME?,1.00,,
5362,n=6.6 mol,1.00,,
5362,challenging notion,1.00,,
5362,bottom fauna,1.00,,
5362,detached coccolith,1.00,,
5362,r-adapted latitude,1.00,,
5362,wilhelm grane,1.00,,
5362,tidal-flat area,1.00,,
5362,polar water,1.00,,
5362,jgofs program,1.00,,
5362,macronutrient analysis,1.00,,
5362,ecological succession,1.00,,
5362,light reaction,1.00,,
5362,human source,1.00,,
5362,project 184860/s30,1.00,,
5362,chaetoceros sociale,1.00,,
5362,considerable variability,1.00,,
5362,wave exposure,1.00,,
5362,occur- rence,1.00,,
5362,fishery yields2,1.00,,
5362,soden bj,1.00,,
5362,active area,1.00,,
5362,prolonged decline,1.00,,
5362,olav vadstein2,1.00,,
5362,small decrease,1.00,,
5362,distortion erase,1.00,,
5362,upper ocean3,1.00,,
5362,photosynthesis rate,1.00,,
5362,cell death,1.00,,
5362,trophic-dynamic aspect,1.00,,
5362,metal cofactor,1.00,,
5362,homogenous environment,1.00,,
5362,decrease pp,1.00,,
5362,fraction bac,1.00,,
5362,equatorial source,1.00,,
5362,ipcc modeling,1.00,,
5362,volume calculation,1.00,,
5362,near-shore water,1.00,,
5362,characteristic lifeform,1.00,,
5362,dark symbol,1.00,,
5362,n flux,1.00,,
5362,annual average,1.00,,
5362,satellite-derived pp,1.00,,
5362,above.the nutricline,1.00,,
5362,egg sac,1.00,,
5362,pre-conditioning period,1.00,,
5362,bio-optical property,1.00,,
5362,hypoxic region,1.00,,
5362,efficient communication,1.00,,
5362,net flux,1.00,,
5362,pool fig.11,1.00,,
5362,sized algae,1.00,,
5362,iron distribution,1.00,,
5362,bac consumption,1.00,,
5362,late 1970,1.00,,
5362,microbial respiration,1.00,,
5362,geological proxy,1.00,,
5362,c3 station,1.00,,
5362,starting condition,1.00,,
5362,francis rc,1.00,,
5362,marine waterbody,1.00,,
5362,angular velocity,1.00,,
5362,metal contamination,1.00,,
5362,hu c,1.00,,
5362,ic biomass,1.00,,
5362,5-fold variation,1.00,,
5362,dashed arrow,1.00,,
5362,surrogate measure,1.00,,
5362,future concern,1.00,,
5362,universal applicability,1.00,,
5362,laroche j,1.00,,
5362,successional ecosystem,1.00,,
5362,stratified sea,1.00,,
5362,ancient record,1.00,,
5362,ocean temperature,1.00,,
5362,competitive exclusion,1.00,,
5362,northeasterly flow,1.00,,
5362,dinitrogen gas,1.00,,
5362,electronic signal,1.00,,
5362,karin p,1.00,,
5362,high-co2grown cell,1.00,,
5362,biological explanation,1.00,,
5362,smp time-sery,1.00,,
5362,biological measurement,1.00,,
5362,energy acquisition,1.00,,
5362,resili- ence,1.00,,
5362,insufficient datum,1.00,,
5362,limited impact,1.00,,
5362,competitive disadvantage,1.00,,
5362,low impact,1.00,,
5362,estuarine fig.11,1.00,,
5362,rhodomonas sp.,1.00,,
5362,o2 evolution,1.00,,
5362,non-redundant sequence,1.00,,
5362,attrill mj,1.00,,
5362,net efflux,1.00,,
5362,deep mixing35,1.00,,
5362,transcript abundance,1.00,,
5362,distinctive feature,1.00,,
5362,coastal input,1.00,,
5362,figure 2e,1.00,,
5362,figure 2a,1.00,,
5362,pp-to-chlorophyll ratio,1.00,,
5362,guan b,1.00,,
5362,coscinodiscus spp,1.00,,
5362,jet flowing,1.00,,
5362,grazer biomass,1.00,,
5362,log link,1.00,,
5362,correction factor,1.00,,
5362,roberta l,1.00,,
5362,samantha j,1.00,,
5362,mv angel,1.00,,
5362,overcast sky,1.00,,
5362,diagnostic property,1.00,,
5362,qualitative evaluation,1.00,,
5362,ecological restoration,1.00,,
5362,peruvian core,1.00,,
5362,activation energy,1.00,,
5362,close agreement,1.00,,
5362,lipid content,1.00,,
5362,human well-being,1.00,,
5362,satellite image,1.00,,
5362,energy supply,1.00,,
5362,biochemical basis,1.00,,
5362,oblique stripe,1.00,,
5362,biogeochemical province,1.00,,
5362,e g30,1.00,,
5362,marine bacteria11,1.00,,
5362,direct interaction,1.00,,
5362,m6.0 n300,1.00,,
5362,circular part,1.00,,
5362,high-co2 stimulation,1.00,,
5362,fish kill,1.00,,
5362,picoplankton production,1.00,,
5362,human aspiration,1.00,,
5362,o-induced warming,1.00,,
5362,open boundary,1.00,,
5362,consuming organism,1.00,,
5362,aqueous co2,1.00,,
5362,planetary scale,1.00,,
5362,lake system,1.00,,
5362,phytoplankton variable,1.00,,
5362,economic model,1.00,,
5362,basin-scale adjustment,1.00,,
5362,free nutrient,1.00,,
5362,susquehanna flats,1.00,,
5362,nutrient pool,1.00,,
5362,microbial decomposition,1.00,,
5362,halibut larva,1.00,,
5362,peg- model,1.00,,
5362,fast recovery,1.00,,
5362,rps7 expression,1.00,,
5362,nutrient-replete medium,1.00,,
5362,low-pp region,1.00,,
5362,unexplored interaction,1.00,,
5362,additional article,1.00,,
5362,upper portion,1.00,,
5362,ecological fact,1.00,,
5362,us department,1.00,,
5362,overlying water,1.00,,
5362,planktonic foraminifera,1.00,,
5362,predominant source,1.00,,
5362,bacterial dynamic,1.00,,
5362,p discharge,1.00,,
5362,holistic aim,1.00,,
5362,photosynthetic system,1.00,,
5362,uml chla,1.00,,
5362,yield measurement,1.00,,
5362,ramon varela,1.00,,
5362,sustained balance,1.00,,
5362,n release,1.00,,
5362,herbivore tortell,1.00,,
5362,low h/a,1.00,,
5362,vertical haul,1.00,,
5362,reproductive failure,1.00,,
5362,top part,1.00,,
5362,reference domain,1.00,,
5362,small depression,1.00,,
5362,transient shoaling,1.00,,
5362,phytoplankton supply,1.00,,
5362,low production,1.00,,
5362,black plastic,1.00,,
5362,depth distribution,1.00,,
5362,matrix science,1.00,,
5362,practical application,1.00,,
5362,chl-a water,1.00,,
5362,c-based estimate,1.00,,
5362,political priority,1.00,,
5362,column sum,1.00,,
5362,atmospheric teleconnection,1.00,,
5362,liquid nitrogen,1.00,,
5362,inter- action,1.00,,
5362,death rate,1.00,,
5362,natural irradiance,1.00,,
5362,griffiths variation,1.00,,
5362,pelagic fishery,1.00,,
5362,c/n ratio,1.00,,
5362,planktonic predator,1.00,,
5362,down-core measurement,1.00,,
5362,fe stimulation,1.00,,
5362,logistic support,1.00,,
5362,southeast coast,1.00,,
5362,eutrophication experiment,1.00,,
5362,light-use efficiency,1.00,,
5362,changed balance,1.00,,
5362,natural selection,1.00,,
5362,excess nutrient,1.00,,
5362,toc accumulation,1.00,,
5362,christensen jp,1.00,,
5362,bed roughness,1.00,,
5362,becton dickinson,1.00,,
5362,unknown feature,1.00,,
5362,panarchic balance,1.00,,
5362,additional energy,1.00,,
5362,experimental methodology,1.00,,
5362,amo index,1.00,,
5362,characteristic feature,1.00,,
5362,clear sense,1.00,,
5362,international panel,1.00,,
5362,nutrient discharge,1.00,,
5362,som text,1.00,,
5362,ecological principle,1.00,,
5362,low variation,1.00,,
5362,independent calculation,1.00,,
5362,krill abundance,1.00,,
5362,production datum,1.00,,
5362,marine expedition,1.00,,
5362,political compromise,1.00,,
5362,ambitious deal,1.00,,
5362,p flux,1.00,,
5362,ml plastic,1.00,,
5362,de- velopment,1.00,,
5362,repro- taxa,1.00,,
5362,dust export,1.00,,
5362,dominant marine,1.00,,
5362,european requirement,1.00,,
5362,geochemical importance,1.00,,
5362,elena colmenero-hidalgo,1.00,,
5362,kg21 phosphate,1.00,,
5362,mineral form,1.00,,
5362,successional vigour,1.00,,
5362,wind pattern,1.00,,
5362,upper panel,1.00,,
5362,eric sanford,1.00,,
5362,ocean disposal,1.00,,
5362,chich- ester,1.00,,
5362,pptohrhoipec10 contribution,1.00,,
5362,fe-rich water,1.00,,
5362,respiratory loss,1.00,,
5362,pulse input,1.00,,
5362,microtidal estuary,1.00,,
5362,n resource,1.00,,
5362,toxic substance,1.00,,
5362,low ae,1.00,,
5362,benthic megafauna,1.00,,
5362,dfeumland no3uml,1.00,,
5362,fast order,1.00,,
5362,mrna abundance,1.00,,
5362,area b2,1.00,,
5362,population regulation,1.00,,
5362,fishery catch,1.00,,
5362,cell lysis,1.00,,
5362,re- silience,1.00,,
5362,acid-base chemistry,1.00,,
5362,rare biosphere,1.00,,
5362,00004i l20,1.00,,
5362,anoxic basin,1.00,,
5362,explicit realization,1.00,,
5362,oligotrophic water,1.00,,
5362,decadal-scale change,1.00,,
5362,co2 world,1.00,,
5362,polar satellite,1.00,,
5362,coccolithophore taxa,1.00,,
5362,community health,1.00,,
5362,estuary-ocean exchange,1.00,,
5362,iron uptake,1.00,,
5362,additional advantage,1.00,,
5362,chemical fixation,1.00,,
5362,climate response,1.00,,
5362,mical stratification,1.00,,
5362,long turnover,1.00,,
5362,western basin,1.00,,
5362,uncertain lag,1.00,,
5362,indian meteorol,1.00,,
5362,steady-state export,1.00,,
5362,ghg reservoir,1.00,,
5362,bioturbated sediment,1.00,,
5362,boundary flux,1.00,,
5362,biogeochemical functioning,1.00,,
5362,kerr ra,1.00,,
5362,industrial revolution,1.00,,
5362,dynamical origin,1.00,,
5362,palmer archipelago,1.00,,
5362,dinophysis spp.,1.00,,
5362,fundamental concept,1.00,,
5362,alternative explanation,1.00,,
5362,iron-rich sediment,1.00,,
5362,feeding behaviour,1.00,,
5362,laboratory conclusion,1.00,,
5362,calcification-to-photosynthesis ratio,1.00,,
5362,zooplankton mortality,1.00,,
5362,oxygen rate,1.00,,
5362,assimilation flow,1.00,,
5362,areal loading,1.00,,
5362,krill feeder,1.00,,
5362,target depth,1.00,,
5362,net autotrophy,1.00,,
5362,synthesis analysis,1.00,,
5362,institut mediterrani,1.00,,
5362,moderate nutricline,1.00,,
5362,dynamic part,1.00,,
5362,benthic recycling,1.00,,
5362,full method,1.00,,
5362,depth-specific distribution,1.00,,
5362,hyperbola-like pattern,1.00,,
5362,spurious diffusion,1.00,,
5362,heterotrophic part,1.00,,
5362,ecological variability,1.00,,
5362,m4 phase,1.00,,
5362,large variation,1.00,,
5362,maximum chlorophyll,1.00,,
5362,fe atom,1.00,,
5362,aleutian low,1.00,,
5362,vertical heterogeneity,1.00,,
5362,ultimate goal,1.00,,
5362,phd studentship,1.00,,
5362,near-shore station,1.00,,
5362,elevated nitrate,1.00,,
5362,food composition,1.00,,
5362,food demand,1.00,,
5362,specie interaction,1.00,,
5362,thermocline downward,1.00,,
5362,value-based assumption,1.00,,
5362,trophic levels28,1.00,,
5362,modelling framework,1.00,,
5362,glacial epoch,1.00,,
5362,longerterm incubation,1.00,,
5362,ec siderophore,1.00,,
5362,semimonthly bin,1.00,,
5362,nutritional demand,1.00,,
5362,additional processes/factor,1.00,,
5362,carbonate specie,1.00,,
5362,ultra-pure hcl,1.00,,
5362,health component,1.00,,
5362,epiphyte growth,1.00,,
5362,seasonal development,1.00,,
5362,short period,1.00,,
5362,feeding habit,1.00,,
5362,metabolic loss,1.00,,
5362,specie group,1.00,,
5362,atlantic/pacific time-sery,1.00,,
5362,bicinchoninic method,1.00,,
5362,fishery management,1.00,,
5362,iron transport,1.00,,
5362,topographical feature,1.00,,
5362,human waste,1.00,,
5362,ecosystem collapse,1.00,,
5362,green fluorescence,1.00,,
5362,preliminary information,1.00,,
5362,deep wind-mixing,1.00,,
5362,northern spain,1.00,,
5362,biological driver,1.00,,
5362,oceanic chlorophyll,1.00,,
5362,simple phase,1.00,,
5362,mestas-nunez am,1.00,,
5362,alexandria harbor,1.00,,
5362,anthropogenic process,1.00,,
5362,zostera marina,1.00,,
5362,unpaired t-test,1.00,,
5362,hierarchical measure,1.00,,
5362,species dominance,1.00,,
5362,average turnover,1.00,,
5362,population structure,1.00,,
5362,enrichment disturbance,1.00,,
5362,world ocean10,1.00,,
5362,extreme assumption,1.00,,
5362,restoration ecology,1.00,,
5362,full timesery,1.00,,
5362,peptide threshold,1.00,,
5362,spatially-bounded region,1.00,,
5362,pradhan y,1.00,,
5362,chargetransfer reaction,1.00,,
5362,northeast coast,1.00,,
5362,don release,1.00,,
5362,relevant bulk,1.00,,
5362,phytoplankton distribution,1.00,,
5362,carbon exchange,1.00,,
5362,ground water,1.00,,
5362,section mean,1.00,,
5362,adaptive response,1.00,,
5362,form dec,1.00,,
5362,site-specific assessment,1.00,,
5362,rasmussen em,1.00,,
5362,single property,1.00,,
5362,#NAME?,1.00,,
5362,other length,1.00,,
5362,rop grazer,1.00,,
5362,oncorhyncus mykiss,1.00,,
5362,land sea,1.00,,
5362,p- basis,1.00,,
5362,freeland hj,1.00,,
5362,co2-enriched ocean,1.00,,
5362,complex linkage,1.00,,
5362,specific element,1.00,,
5362,elevated chlorophyll,1.00,,
5362,coccolith morphometric,1.00,,
5362,nondiatom specie,1.00,,
5362,natural inocula,1.00,,
5362,marine origin,1.00,,
5362,mg/ml trypsin,1.00,,
5362,food-web type,1.00,,
5362,budget construction,1.00,,
5362,research question,1.00,,
5362,sedi- mentation,1.00,,
5362,climate-driven trend,1.00,,
5362,drive downwelling,1.00,,
5362,protozoan grazer,1.00,,
5362,seawifs measurement,1.00,,
5362,prin- ciple,1.00,,
5362,subarctic paci,1.00,,
5362,wfd article,1.00,,
5362,nutrient ingestion,1.00,,
5362,cold phase,1.00,,
5362,important condition,1.00,,
5362,molecular weight,1.00,,
5362,fundamental issue,1.00,,
5362,narragansett bay,1.00,,
5362,highlatitude area,1.00,,
5362,competitor consumer,1.00,,
5362,14c dating,1.00,,
5362,population control,1.00,,
5362,experimental manipulation,1.00,,
5362,cu chelation,1.00,,
5362,bac predator,1.00,,
5362,weather anomaly,1.00,,
5362,undulating recorder,1.00,,
5362,entire data,1.00,,
5362,assimilatory pathway,1.00,,
5362,german government,1.00,,
5362,vernacular concept,1.00,,
5362,dose-measurement matrix,1.00,,
5362,quintessential main,1.00,,
5362,galbraith ed,1.00,,
5362,nerc grant,1.00,,
5362,nutrient repletion,1.00,,
5362,pygoscelis adeliae,1.00,,
5362,fe specie,1.00,,
5362,straight line,1.00,,
5362,bottle incubation,1.00,,
5362,net sink,1.00,,
5362,logarithmic correlation,1.00,,
5362,comparable rate,1.00,,
5362,large-scale distribution,1.00,,
5362,large-scale process,1.00,,
5362,balanced state,1.00,,
5362,budget-type analysis,1.00,,
5362,ecosystem development,1.00,,
5362,instrumental fe,1.00,,
5362,pon ratio,1.00,,
5362,scalar quantity,1.00,,
5362,annual si,1.00,,
5362,radioactive bicarbon,1.00,,
5362,primary focus,1.00,,
5362,masp-like protein,1.00,,
5362,carr me,1.00,,
5362,dependent specie,1.00,,
5362,fe fertilization,1.00,,
5362,ecological investigation,1.00,,
5362,oxygen change,1.00,,
5362,helicobacter pylori,1.00,,
5362,large-scale release,1.00,,
5362,autochthonous production,1.00,,
5362,tough challenge,1.00,,
5362,indian monsoon,1.00,,
5362,microbe response,1.00,,
5362,macrobenthic succession,1.00,,
5362,black carbon,1.00,,
5362,demethylmenaquinone methyltransferas,1.00,,
5362,water fraction,1.00,,
5362,kjersti andresen,1.00,,
5362,night-time respiration,1.00,,
5362,copepod term,1.00,,
5362,mm mesh,1.00,,
5362,ice-free condition,1.00,,
5362,richard t,1.00,,
5362,similarity threshold,1.00,,
5362,integrated pp,1.00,,
5362,carbon-to-nitrogen utilization,1.00,,
5362,climate signature,1.00,,
5362,alexandrium spp,1.00,,
5362,ow network,1.00,,
5362,exponential phase,1.00,,
5362,heterotrophic picoplankton,1.00,,
5362,consumption-resistant taxa,1.00,,
5362,mate-system model,1.00,,
5362,seasonal dynamics,1.00,,
5362,energy fuel,1.00,,
5362,pelagic zone,1.00,,
5362,solid bar,1.00,,
5362,low-density polyethylene,1.00,,
5362,eddy-pumped nutrient,1.00,,
5362,deep uml,1.00,,
5362,mm p,1.00,,
5362,mm n,1.00,,
5362,gadus morhua,1.00,,
5362,*these author,1.00,,
5362,negligible loss,1.00,,
5362,clear supernatant,1.00,,
5362,dallas semiconductor,1.00,,
5362,ln s0,1.00,,
5362,geometric average,1.00,,
5362,wild-type peptide,1.00,,
5362,dec pool,1.00,,
5362,comprehensive experiment,1.00,,
5362,finfish culture,1.00,,
5362,main focus,1.00,,
5362,proteomic correlate,1.00,,
5362,sensitive indicator,1.00,,
5362,pride database,1.00,,
5362,thermocline/nutricline change,1.00,,
5362,chemical time-sery,1.00,,
5362,window screen,1.00,,
5362,basic thesis,1.00,,
5362,gpp estimate,1.00,,
5362,white area,1.00,,
5362,ml capacity,1.00,,
5362,meq l-1,1.00,,
5362,endogenous pressure,1.00,,
5362,mci 14c,1.00,,
5362,average volume,1.00,,
5362,mci mmol-1,1.00,,
5362,soft-tissue pump,1.00,,
5362,official journal,1.00,,
5362,mechanical disturbance,1.00,,
5362,multinational program,1.00,,
5362,p nutrition,1.00,,
5362,len- bistability,1.00,,
5362,consumer-driven control,1.00,,
5362,pathogenic agent,1.00,,
5362,lake plankton,1.00,,
5362,human management,1.00,,
5362,coccolith assemblage,1.00,,
5362,inversion algorithm,1.00,,
5362,los angeles,1.00,,
5362,nauplii biomass,1.00,,
5362,near-bal- ance,1.00,,
5362,c flux,1.00,,
5362,dbiwomasascsosmhopwrinseidn foifg.d3iia,1.00,,
5362,slow turnover,1.00,,
5362,phaeocystis bloom,1.00,,
5362,oosterschelde estuary,1.00,,
5362,planktonic nutrition,1.00,,
5362,chemical analysis,1.00,,
5362,freshwater fish,1.00,,
5362,dna polymerase,1.00,,
5362,bacterial lysis,1.00,,
5362,diatom community19,1.00,,
5362,gracilaria tikvahiae,1.00,,
5362,fe-depleted region,1.00,,
5362,sarsia gemmifera,1.00,,
5362,coastal dinoflagellate,1.00,,
5362,etc complex,1.00,,
5362,aus- tralia,1.00,,
5362,environ- scape,1.00,,
5362,organic substrate,1.00,,
5362,ammonium datum,1.00,,
5362,galician coast,1.00,,
5362,marine datum,1.00,,
5362,select state,1.00,,
5362,environmental gradient,1.00,,
5362,isopycnal interval,1.00,,
5362,freshwater discharge,1.00,,
5362,final question,1.00,,
5362,limita- tion,1.00,,
5362,electron donor,1.00,,
5362,glacial condition,1.00,,
5362,spring warming,1.00,,
5362,ab aggregate,1.00,,
5362,davis cs,1.00,,
5362,sampling interval,1.00,,
5362,additional nutrient,1.00,,
5362,gyre oscillation,1.00,,
5362,-polycarboxylate complex,1.00,,
5362,evolutionary ecology,1.00,,
5362,freshwater gelzleichter1,1.00,,
5362,diatom dynamic,1.00,,
5362,ono t,1.00,,
5362,culturing condition,1.00,,
5362,time series,1.00,,
5362,nontrivial conception,1.00,,
5362,dual nature,1.00,,
5362,sedimented material,1.00,,
5362,fig 7a,1.00,,
5362,n2-fixing cyanobacteria,1.00,,
5362,ply m219,1.00,,
5362,organic form,1.00,,
5362,warmer sst,1.00,,
5362,host-driven process,1.00,,
5362,nutrient x,1.00,,
5362,scale bar,1.00,,
5362,c control,1.00,,
5362,trophic function,1.00,,
5362,current research,1.00,,
5362,main feedback,1.00,,
5362,organic carbon3,1.00,,
5362,marguerite bay,1.00,,
5362,academic press,1.00,,
5362,eguiguren v.,1.00,,
5362,considerable ignorance,1.00,,
5362,ocean circulation33,1.00,,
5362,le biologique,1.00,,
5362,mathematical property,1.00,,
5362,calcareous nannofossil,1.00,,
5362,situ-derived chl,1.00,,
5362,w wap,1.00,,
5362,marine nitrification,1.00,,
5362,intense shellfish,1.00,,
5362,lc1.0 h,1.00,,
5362,two-dimensional separation,1.00,,
5362,silicate-rich water,1.00,,
5362,dissimilatory pathway,1.00,,
5362,anthropogenic force,1.00,,
5362,control sequence,1.00,,
5362,long-term estimate,1.00,,
5362,negative response,1.00,,
5362,genome project,1.00,,
5362,cholera paradigm,1.00,,
5362,other specie,1.00,,
5362,tropospheric temperature,1.00,,
5362,hepa-cap/hepa vent,1.00,,
5362,straight tube,1.00,,
5362,whatmann gff,1.00,,
5362,coastal waster,1.00,,
5362,filter efficiency,1.00,,
5362,pinc model,1.00,,
5362,carbohydrate content,1.00,,
5362,big coccolith,1.00,,
5362,pp-derived material,1.00,,
5362,man-induced change,1.00,,
5362,widespread cooling,1.00,,
5362,carbohydrate-producing phaeocystis,1.00,,
5362,source-specific biomarker,1.00,,
5362,pelagic invertebrate,1.00,,
5362,proton extrusion,1.00,,
5362,mantoura rfc,1.00,,
5362,plentiful fish,1.00,,
5362,nutrient pollution,1.00,,
5362,regional zooplankton,1.00,,
5362,carbonate mineral,1.00,,
5362,seasonal succession,1.00,,
5362,n2 fixer,1.00,,
5362,van oevelen,1.00,,
5362,blast homology,1.00,,
5362,cell membrane,1.00,,
5362,decadal time-scale,1.00,,
5362,strain pc7/1,1.00,,
5362,damaged protein,1.00,,
5362,late 1990,1.00,,
5362,regression equation,1.00,,
5362,marine dissolved,1.00,,
5362,peptide abundance,1.00,,
5362,triplicate incubation,1.00,,
5362,co2 response,1.00,,
5362,shallow estuary,1.00,,
5362,toggweiler jr.,1.00,,
5362,ga mixture,1.00,,
5362,nutrient methabolism,1.00,,
5362,disclosure statement,1.00,,
5362,marine vertebrate,1.00,,
5362,refractory biopolymer,1.00,,
5362,model estimate,1.00,,
5362,legislative view,1.00,,
5362,co2- kriegler,1.00,,
5362,aphotic water,1.00,,
5362,downward erosion,1.00,,
5362,small thecate,1.00,,
5362,schellnhuber hj,1.00,,
5362,compensatory response,1.00,,
5362,proxy datum,1.00,,
5362,horseshoe-shaped pattern,1.00,,
5362,similarity index,1.00,,
5362,minor importance,1.00,,
5362,historical record,1.00,,
5362,narrow confidence,1.00,,
5362,biogeographic modification,1.00,,
5362,electrochemical datum,1.00,,
5362,indirect estimation,1.00,,
5362,implausible measurement,1.00,,
5362,obvious feature,1.00,,
5362,phytoplankton-related response,1.00,,
5362,14c-traced incubation,1.00,,
5362,regional response,1.00,,
5362,line fig.2,1.00,,
5362,ocean fishery,1.00,,
5362,efficient grazer,1.00,,
5362,blue region,1.00,,
5362,negative temperature,1.00,,
5362,marine ecosystems36,1.00,,
5362,bohaty s,1.00,,
5362,termination process,1.00,,
5362,century-scale change,1.00,,
5362,protein-protein interaction,1.00,,
5362,devel- model,1.00,,
5362,ocean deoxygenation,1.00,,
5362,nutrient-stressed diatoms5,1.00,,
5362,raitsos de,1.00,,
5362,r boje,1.00,,
5362,close examination,1.00,,
5362,biological behavior,1.00,,
5362,deter- mination,1.00,,
5362,deutsche forschungsgemeinschaft,1.00,,
5362,npgo index,1.00,,
5362,valuable approach,1.00,,
5362,dynamic model,1.00,,
5362,con- sensus,1.00,,
5362,familial alzheimer,1.00,,
5362,hnlc water,1.00,,
5362,henson sa,1.00,,
5362,biological regulator,1.00,,
5362,niche hyperspace,1.00,,
5362,oxygen saturation,1.00,,
5362,claudia peters3,1.00,,
5362,dynamic interaction,1.00,,
5362,chlorophyll axis,1.00,,
5362,combinatorial rule,1.00,,
5362,carbon balance,1.00,,
5362,silicate load,1.00,,
5362,short-term experiment,1.00,,
5362,sustainable ecosystem,1.00,,
5362,salinity property,1.00,,
5362,offshore transport,1.00,,
5362,sedi- ment,1.00,,
5362,communicative action,1.00,,
5362,actual requirement,1.00,,
5362,copepod predation,1.00,,
5362,lowerend estimate,1.00,,
5362,biogenic source,1.00,,
5362,numerical analysis,1.00,,
5362,trans-boundary flux,1.00,,
5362,cascade length,1.00,,
5362,complex attractor,1.00,,
5362,nitrogen relationship,1.00,,
5362,metacommuni- tie,1.00,,
5362,sifeddine a,1.00,,
5362,analogous response,1.00,,
5362,global resurgence,1.00,,
5362,black circle,1.00,,
5362,restricted database,1.00,,
5362,humic substance,1.00,,
5362,carbonate dissolution,1.00,,
5362,regional change,1.00,,
5362,naupliar biomass,1.00,,
5362,particle filtration,1.00,,
5362,equilibrium model,1.00,,
5362,red triangle,1.00,,
5362,tropospheric cell,1.00,,
5362,anna plant,1.00,,
5362,si mesocosm,1.00,,
5362,square meter,1.00,,
5362,main conclusion,1.00,,
5362,fe experiment,1.00,,
5362,smith rl,1.00,,
5362,co2-dependent response,1.00,,
5362,aquil nutrients33,1.00,,
5362,pelagic production,1.00,,
5362,remote forcing,1.00,,
5362,isopycnal tilting,1.00,,
5362,competi- tion,1.00,,
5362,rigorous proof,1.00,,
5362,thin diatom,1.00,,
5362,ammonium cycling,1.00,,
5362,bacteria-phytoplankton dynamic,1.00,,
5362,herbivore response,1.00,,
5362,fe flux,1.00,,
5362,e.g.sloppy feeding,1.00,,
5362,ship-board productivity,1.00,,
5362,marine microorganism,1.00,,
5362,terrestrial flora,1.00,,
5362,black denote,1.00,,
5362,barometric pressure,1.00,,
5362,horizontal heterogeneity,1.00,,
5362,tien g,1.00,,
5362,late summer,1.00,,
5362,comprehensible explanation,1.00,,
5362,mol leucine10,1.00,,
5362,key words,1.00,,
5362,wk period,1.00,,
5362,drawdown ratio,1.00,,
5362,wap shelf,1.00,,
5362,new paradigm,1.00,,
5362,scientific discipline,1.00,,
5362,inferior grazer,1.00,,
5362,warmer winter,1.00,,
5362,maintenance energy,1.00,,
5362,zooplankton size,1.00,,
5362,oxidative power,1.00,,
5362,winter din,1.00,,
5362,kittiwake chick,1.00,,
5362,redfield stoichiometry,1.00,,
5362,water sampling,1.00,,
5362,maximum factor,1.00,,
5362,biological invasion,1.00,,
5362,tolo harbour,1.00,,
5362,coastal-ecosystem management,1.00,,
5362,production yield,1.00,,
5362,keeling rf,1.00,,
5362,secondary productivity,1.00,,
5362,sedimentation flow,1.00,,
5362,planktonic ciliate,1.00,,
5362,common strategy,1.00,,
5362,trypanosoma cruzi,1.00,,
5362,blue water,1.00,,
5362,warmer ocean,1.00,,
5362,inorganic iron-colloid,1.00,,
5362,fish mortality,1.00,,
5362,environmental disturbance,1.00,,
5362,ecological problem,1.00,,
5362,biological oxidation,1.00,,
5362,sem examination,1.00,,
5362,gyre ventilation,1.00,,
5362,biological model,1.00,,
5362,discordant harmony,1.00,,
5362,table s7,1.00,,
5362,adelaide island,1.00,,
5362,biomass synthesis,1.00,,
5362,lake model,1.00,,
5362,series analysis,1.00,,
5362,co2 manipulation,1.00,,
5362,denser layer,1.00,,
5362,daytime station,1.00,,
5362,transient chlorophyll,1.00,,
5362,princeton univ,1.00,,
5362,such knowledge,1.00,,
5362,response function,1.00,,
5362,acknowledgments preparation,1.00,,
5362,toxic compound,1.00,,
5362,root/rhizome biomass,1.00,,
5362,chl trajectory,1.00,,
5362,downstream current,1.00,,
5362,shelf break,1.00,,
5362,small organism,1.00,,
5362,main lesson,1.00,,
5362,straightforward thesis,1.00,,
